tipo_accion,tipo_usuario,nombre_tipo_usuario,tiempo_llegada,tiempo_espera,tiempo_servicio,tiempo_sistema,cajero,inicio_servicio,fin_servicio,replica
retiro,3,Muy lento,300.47614928137267,0.0,1.9752973707586403,1.9752973707586403,2,300.47614928137267,302.4514466521313,9
pago,3,Muy lento,300.9707039324725,0.0,7.117759455250454,7.117759455250454,0,300.9707039324725,308.0884633877229,9
retiro,0,Rápido,300.98062554434625,0.0,3.545466201041553,3.545466201041553,1,300.98062554434625,304.5260917453878,9
retiro,3,Muy lento,301.8613629905741,0.5900836615572302,5.791975118230987,6.382058779788217,2,302.4514466521313,308.2434217703623,9
retiro,0,Rápido,302.9448061230305,1.5812856223573135,0.24610069317565877,1.8273863155329724,1,304.5260917453878,304.7721924385635,9
retiro,3,Muy lento,306.82580871956117,0.0,2.265181676335419,2.265181676335419,1,306.82580871956117,309.0909903958966,9
retiro,2,Lento,312.9869497620599,0.0,1.0790771048046306,1.0790771048046306,0,312.9869497620599,314.06602686686455,9
retiro,1,Normal,314.72601385310065,0.0,0.22520243243181284,0.22520243243181284,0,314.72601385310065,314.95121628553244,9
pago,0,Rápido,314.83374070006766,0.0,0.4589324519737099,0.4589324519737099,1,314.83374070006766,315.2926731520414,9
retiro,3,Muy lento,315.28081534915896,0.0,2.290240948028179,2.290240948028179,0,315.28081534915896,317.5710562971871,9
retiro,0,Rápido,317.42304962799506,0.0,0.01704682859993306,0.01704682859993306,1,317.42304962799506,317.440096456595,9
pago,2,Lento,320.2712069106978,0.0,7.783846903837705,7.783846903837705,0,320.2712069106978,328.0550538145355,9
retiro,1,Normal,320.32561689073236,0.0,4.98555664030338,4.98555664030338,1,320.32561689073236,325.31117353103576,9
retiro,1,Normal,322.2124632732703,0.0,5.3144925505574285,5.3144925505574285,2,322.2124632732703,327.52695582382773,9
retiro,0,Rápido,322.8777220237716,2.4334515072641807,0.08832684062009319,2.5217783478842737,1,325.31117353103576,325.39950037165585,9
retiro,0,Rápido,323.7458320173343,1.6536683543215531,0.3908480350376756,2.0445163893592286,1,325.39950037165585,325.7903484066935,9
pago,1,Normal,324.1265012824506,1.6638471242429205,0.8131624017457038,2.477009525988624,1,325.7903484066935,326.60351080843924,9
retiro,2,Lento,324.20270377018727,2.400807038251969,1.943208153963134,4.344015192215103,1,326.60351080843924,328.5467189624024,9
retiro,1,Normal,327.793067838233,0.0,1.0543378254165257,1.0543378254165257,2,327.793067838233,328.84740566364957,9
retiro,1,Normal,328.45544026113924,0.0,0.4981477311141954,0.4981477311141954,0,328.45544026113924,328.95358799225346,9
retiro,3,Muy lento,334.93449662316175,0.0,0.3076501665180295,0.3076501665180295,0,334.93449662316175,335.2421467896798,9
retiro,1,Normal,341.5679891975118,0.0,0.5595943395252801,0.5595943395252801,0,341.5679891975118,342.1275835370371,9
pago,3,Muy lento,344.83418160829865,0.0,3.77166215048902,3.77166215048902,0,344.83418160829865,348.60584375878767,9
retiro,1,Normal,345.24962767965053,0.0,0.7141643567202268,0.7141643567202268,1,345.24962767965053,345.96379203637076,9
retiro,3,Muy lento,351.38579880228673,0.0,4.661130379774559,4.661130379774559,0,351.38579880228673,356.04692918206126,9
pago,1,Normal,351.4839419945083,0.0,1.429369863804083,1.429369863804083,1,351.4839419945083,352.9133118583124,9
retiro,1,Normal,353.32698788260836,0.0,1.8403150523885472,1.8403150523885472,1,353.32698788260836,355.1673029349969,9
retiro,3,Muy lento,362.03377500891287,0.0,1.2329409303169292,1.2329409303169292,0,362.03377500891287,363.2667159392298,9
pago,1,Normal,366.69879173330844,0.0,2.891737119497689,2.891737119497689,0,366.69879173330844,369.59052885280613,9
retiro,0,Rápido,367.2132556625463,0.0,0.1483538435943447,0.1483538435943447,1,367.2132556625463,367.36160950614067,9
